x-axis,1
second,Volt
-7.031639356250e-004,-7.60050e-003
-7.030639356250e-004,-2.77010e-002
-7.029639356250e-004,-2.77010e-002
-7.028639356250e-004,-7.60050e-003
-7.027639356250e-004,-2.77010e-002
-7.026639356250e-004,-2.77010e-002
-7.025639356250e-004,-2.77010e-002
-7.024639356250e-004,-2.77010e-002
-7.023639356250e-004,-2.77010e-002
-7.022639356250e-004,-2.77010e-002
-7.021639356250e-004,-2.77010e-002
-7.020639356250e-004,-2.77010e-002
-7.019639356250e-004,-2.77010e-002
-7.018639356250e-004,-2.77010e-002
-7.017639356250e-004,-2.77010e-002
-7.016639356250e-004,-2.77010e-002
-7.015639356250e-004,-2.77010e-002
-7.014639356250e-004,-7.60050e-003
-7.013639356250e-004,-7.60050e-003
-7.012639356250e-004,-7.60050e-003
-7.011639356250e-004,-2.77010e-002
-7.010639356250e-004,-7.60050e-003
-7.009639356250e-004,-7.60050e-003
-7.008639356250e-004,-7.60050e-003
-7.007639356250e-004,-7.60050e-003
-7.006639356250e-004,-2.77010e-002
-7.005639356250e-004,-7.60050e-003
-7.004639356250e-004,-7.60050e-003
-7.003639356250e-004,-7.60050e-003
-7.002639356250e-004,-7.60050e-003
-7.001639356250e-004,-7.60050e-003
-7.000639356250e-004,-7.60050e-003
-6.999639356250e-004,-7.60050e-003
-6.998639356250e-004,-2.77010e-002
-6.997639356250e-004,-2.77010e-002
-6.996639356250e-004,-2.77010e-002
-6.995639356250e-004,-2.77010e-002
-6.994639356250e-004,-2.77010e-002
-6.993639356250e-004,-2.77010e-002
-6.992639356250e-004,-4.78015e-002
-6.991639356250e-004,-2.77010e-002
-6.990639356250e-004,-2.77010e-002
-6.989639356250e-004,-2.77010e-002
-6.988639356250e-004,-2.77010e-002
-6.987639356250e-004,-2.77010e-002
-6.986639356250e-004,-2.77010e-002
-6.985639356250e-004,-2.77010e-002
-6.984639356250e-004,-2.77010e-002
-6.983639356250e-004,-2.77010e-002
-6.982639356250e-004,-2.77010e-002
-6.981639356250e-004,-2.77010e-002
-6.980639356250e-004,-2.77010e-002
-6.979639356250e-004,-2.77010e-002
-6.978639356250e-004,-2.77010e-002
-6.977639356250e-004,-2.77010e-002
-6.976639356250e-004,-2.77010e-002
-6.975639356250e-004,-2.77010e-002
-6.974639356250e-004,-2.77010e-002
-6.973639356250e-004,-7.60050e-003
-6.972639356250e-004,-2.77010e-002
-6.971639356250e-004,-2.77010e-002
-6.970639356250e-004,-2.77010e-002
-6.969639356250e-004,-2.77010e-002
-6.968639356250e-004,-2.77010e-002
-6.967639356250e-004,-2.77010e-002
-6.966639356250e-004,-2.77010e-002
-6.965639356250e-004,-2.77010e-002
-6.964639356250e-004,-2.77010e-002
-6.963639356250e-004,-2.77010e-002
-6.962639356250e-004,-2.77010e-002
-6.961639356250e-004,-2.77010e-002
-6.960639356250e-004,-2.77010e-002
-6.959639356250e-004,-2.77010e-002
-6.958639356250e-004,-2.77010e-002
-6.957639356250e-004,-2.77010e-002
-6.956639356250e-004,-2.77010e-002
-6.955639356250e-004,-2.77010e-002
-6.954639356250e-004,-2.77010e-002
-6.953639356250e-004,-2.77010e-002
-6.952639356250e-004,-2.77010e-002
-6.951639356250e-004,-2.77010e-002
-6.950639356250e-004,-2.77010e-002
-6.949639356250e-004,-7.60050e-003
-6.948639356250e-004,-2.77010e-002
-6.947639356250e-004,-2.77010e-002
-6.946639356250e-004,-2.77010e-002
-6.945639356250e-004,-2.77010e-002
-6.944639356250e-004,-2.77010e-002
-6.943639356250e-004,-2.77010e-002
-6.942639356250e-004,-2.77010e-002
-6.941639356250e-004,-2.77010e-002
-6.940639356250e-004,-7.60050e-003
-6.939639356250e-004,-7.60050e-003
-6.938639356250e-004,-7.60050e-003
-6.937639356250e-004,-2.77010e-002
-6.936639356250e-004,-7.60050e-003
-6.935639356250e-004,-7.60050e-003
-6.934639356250e-004,-7.60050e-003
-6.933639356250e-004,-7.60050e-003
-6.932639356250e-004,-7.60050e-003
-6.931639356250e-004,-7.60050e-003
-6.930639356250e-004,-7.60050e-003
-6.929639356250e-004,-7.60050e-003
-6.928639356250e-004,-7.60050e-003
-6.927639356250e-004,-7.60050e-003
-6.926639356250e-004,-7.60050e-003
-6.925639356250e-004,-2.77010e-002
-6.924639356250e-004,-7.60050e-003
-6.923639356250e-004,-2.77010e-002
-6.922639356250e-004,-2.77010e-002
-6.921639356250e-004,-2.77010e-002
-6.920639356250e-004,-2.77010e-002
-6.919639356250e-004,-7.60050e-003
-6.918639356250e-004,-7.60050e-003
-6.917639356250e-004,-2.77010e-002
-6.916639356250e-004,-2.77010e-002
-6.915639356250e-004,-7.60050e-003
-6.914639356250e-004,-2.77010e-002
-6.913639356250e-004,-2.77010e-002
-6.912639356250e-004,-2.77010e-002
-6.911639356250e-004,-2.77010e-002
-6.910639356250e-004,-2.77010e-002
-6.909639356250e-004,-2.77010e-002
-6.908639356250e-004,-2.77010e-002
-6.907639356250e-004,-2.77010e-002
-6.906639356250e-004,-2.77010e-002
-6.905639356250e-004,-2.77010e-002
-6.904639356250e-004,-2.77010e-002
-6.903639356250e-004,-2.77010e-002
-6.902639356250e-004,-2.77010e-002
-6.901639356250e-004,-2.77010e-002
-6.900639356250e-004,-7.60050e-003
-6.899639356250e-004,-2.77010e-002
-6.898639356250e-004,-7.60050e-003
-6.897639356250e-004,-2.77010e-002
-6.896639356250e-004,-7.60050e-003
-6.895639356250e-004,-7.60050e-003
-6.894639356250e-004,-7.60050e-003
-6.893639356250e-004,-7.60050e-003
-6.892639356250e-004,-2.77010e-002
-6.891639356250e-004,-7.60050e-003
-6.890639356250e-004,-7.60050e-003
-6.889639356250e-004,-7.60050e-003
-6.888639356250e-004,-2.77010e-002
-6.887639356250e-004,-7.60050e-003
-6.886639356250e-004,-7.60050e-003
-6.885639356250e-004,-7.60050e-003
-6.884639356250e-004,-7.60050e-003
-6.883639356250e-004,-7.60050e-003
-6.882639356250e-004,-7.60050e-003
-6.881639356250e-004,-7.60050e-003
-6.880639356250e-004,1.25000e-002
-6.879639356250e-004,-7.60050e-003
-6.878639356250e-004,-7.60050e-003
-6.877639356250e-004,-7.60050e-003
-6.876639356250e-004,-7.60050e-003
-6.875639356250e-004,-7.60050e-003
-6.874639356250e-004,-2.77010e-002
-6.873639356250e-004,-2.77010e-002
-6.872639356250e-004,-7.60050e-003
-6.871639356250e-004,-7.60050e-003
-6.870639356250e-004,-7.60050e-003
