x-axis,1,2
second,Volt,Volt
+38.30000E-03,+4.01331656E+00,-4.80386306E+00
+38.33200E-03,+4.08869344E+00,-4.82270728E+00
+38.36400E-03,+4.01331656E+00,-4.80386306E+00
+38.39600E-03,+4.01331656E+00,-4.80386306E+00
+38.42800E-03,+4.08869344E+00,-4.80386306E+00
+38.46000E-03,+4.01331656E+00,-4.80386306E+00
+38.49200E-03,+4.08869344E+00,-4.80386306E+00
+38.52400E-03,+4.01331656E+00,-4.80386306E+00
+38.55600E-03,+4.01331656E+00,-4.80386306E+00
+38.58800E-03,+4.01331656E+00,-4.80386306E+00
+38.62000E-03,+4.01331656E+00,-4.78376256E+00
+38.65200E-03,+4.09371857E+00,-4.80386306E+00
+38.68400E-03,+4.01331656E+00,-4.78376256E+00
+38.71600E-03,+4.09371857E+00,-4.80386306E+00
+38.74800E-03,+4.01331656E+00,-4.82270728E+00
+38.78000E-03,+4.09371857E+00,-4.80386306E+00
+38.81200E-03,+4.09371857E+00,-4.80386306E+00
+38.84400E-03,+4.09371857E+00,-4.80386306E+00
+38.87600E-03,+4.09371857E+00,-4.80386306E+00
+38.90800E-03,+4.01331656E+00,-4.80386306E+00
+38.94000E-03,+4.01331656E+00,-4.80386306E+00
+38.97200E-03,+4.09371857E+00,-4.80386306E+00
+39.00400E-03,+4.09371857E+00,-4.80386306E+00
+39.03600E-03,+4.01331656E+00,-4.78376256E+00
+39.06800E-03,+4.09371857E+00,-4.80386306E+00
+39.10000E-03,+4.17412058E+00,-4.82270728E+00
+39.13200E-03,+4.16909545E+00,-4.80386306E+00
+39.16400E-03,+4.09371857E+00,-4.80386306E+00
+39.19600E-03,+4.09371857E+00,-4.82396356E+00
+39.22800E-03,+4.17412058E+00,-4.82270728E+00
+39.26000E-03,+4.17412058E+00,-4.82270728E+00
+39.29200E-03,+4.16909545E+00,-4.82270728E+00
+39.32400E-03,+4.16909545E+00,-4.80386306E+00
+39.35600E-03,+4.16909545E+00,-4.80386306E+00
+39.38800E-03,+4.09371857E+00,-4.78376256E+00
+39.42000E-03,+4.09371857E+00,-4.80386306E+00
+39.45200E-03,+4.09371857E+00,-4.80386306E+00
+39.48400E-03,+4.17412058E+00,-4.80386306E+00
+39.51600E-03,+4.17412058E+00,-4.80386306E+00
+39.54800E-03,+4.09371857E+00,-4.80386306E+00
+39.58000E-03,+4.17412058E+00,-4.82396356E+00
+39.61200E-03,+4.17412058E+00,-4.80386306E+00
+39.64400E-03,+4.16909545E+00,-4.80386306E+00
+39.67600E-03,+4.17412058E+00,-4.82270728E+00
