x-axis,1,2
second,Volt,Volt
-3.40000E-03,+546.80653E-03,-236.34648E-03
-3.37500E-03,+359.87186E-03,-232.40678E-03
-3.35000E-03,+146.45478E-03,-236.34648E-03
-3.32500E-03,-51.38442E-03,-236.34648E-03
-3.30000E-03,-252.33919E-03,-228.46708E-03
-3.27500E-03,-437.71607E-03,-239.79371E-03
-3.25000E-03,-649.57537E-03,-236.34648E-03
-3.22500E-03,-824.04773E-03,-236.34648E-03
-3.20000E-03,-998.52009E-03,-236.34648E-03
-3.17500E-03,-1.17299245E+00,-232.40678E-03
-3.15000E-03,-1.29761556E+00,-235.85402E-03
-3.12500E-03,-1.40821857E+00,-236.34648E-03
-3.10000E-03,-1.47208792E+00,-236.34648E-03
-3.07500E-03,-1.48299244E+00,-236.34648E-03
-3.05000E-03,-1.49701254E+00,-236.34648E-03
-3.02500E-03,-1.49389696E+00,-236.34648E-03
-3.00000E-03,-1.49701254E+00,-236.34648E-03
-2.97500E-03,-1.49701254E+00,-236.34648E-03
-2.95000E-03,-1.49701254E+00,-236.34648E-03
-2.92500E-03,-1.49701254E+00,-236.34648E-03
-2.90000E-03,-1.49701254E+00,-236.34648E-03
-2.87500E-03,-1.49701254E+00,-236.34648E-03
-2.85000E-03,-1.52037938E+00,-236.34648E-03
-2.82500E-03,-1.48299244E+00,-240.28618E-03
-2.80000E-03,-1.44716330E+00,-236.34648E-03
-2.77500E-03,-1.42223867E+00,-239.79371E-03
-2.75000E-03,-1.37238943E+00,-228.46708E-03
-2.72500E-03,-1.33500249E+00,-232.40678E-03
-2.70000E-03,-1.27269094E+00,-228.46708E-03
-2.67500E-03,-1.23374621E+00,-232.40678E-03
-2.65000E-03,-1.17299245E+00,-236.34648E-03
-2.62500E-03,-1.14806782E+00,-236.34648E-03
-2.60000E-03,-1.12158541E+00,-236.34648E-03
-2.57500E-03,-1.06083164E+00,-236.34648E-03
-2.55000E-03,-998.52009E-03,-236.34648E-03
-2.52500E-03,-948.67084E-03,-236.34648E-03
-2.50000E-03,-898.82159E-03,-236.34648E-03
-2.47500E-03,-848.97235E-03,-236.34648E-03
-2.45000E-03,-799.12310E-03,-236.34648E-03
-2.42500E-03,-735.25376E-03,-236.34648E-03
-2.40000E-03,-699.42461E-03,-235.85402E-03
-2.37500E-03,-649.57537E-03,-236.34648E-03
-2.35000E-03,-551.43466E-03,-236.34648E-03
-2.32500E-03,-524.95225E-03,-236.34648E-03
-2.30000E-03,-451.73617E-03,-235.85402E-03
-2.27500E-03,-389.42461E-03,-232.40678E-03
